X,Y,OBJECTID,NCESSCH,SURVYEAR,STABR,LEAID,ST_LEAID,LEA_NAME,SCH_NAME,LSTREET1,LSTREET2,LCITY,LSTATE,LZIP,LZIP4,PHONE,CHARTER_TEXT,VIRTUAL,GSLO,GSHI,SCHOOL_LEVEL,STATUS,SCHOOL_TYPE_TEXT,SY_STATUS_TEXT,ULOCALE,NMCNTY,TOTFRL,FRELCH,REDLCH,DIRECTCERT,PK,KG,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G13,UG,AE,TOTMENROL,TOTFENROL,TOTAL,MEMBER,FTE,STUTERATIO,AMALM,AMALF,AM,ASALM,ASALF,AS,BLALM,BLALF,BL,HPALM,HPALF,HP,HIALM,HIALF,HI,TRALM,TRALF,TR,WHALM,WHALF,WH,LATCOD,LONCOD
-86.9278,33.4596,622,10144000518,2022-2023,AL,101440,AL-137,Fairfield City,Glen Oaks Elementary School,1301 Highland Dr,,Fairfield,AL,35064,    ,(205)783-6837,No,Not Virtual,3,5,Elementary,1,Regular School,Currently operational ,21-Suburb: Large,Jefferson County,226,216,10,289,,,,,107,108,109,,,,,,,,,,,165,159,324,324,15.46000004,20.96,1,0,1,0,0,0,154,155,309,0,1,1,10,3,13,0,0,0,0,0,0,33.4596,-86.9278
-86.9146,33.4776,623,10144000519,2022-2023,AL,101440,AL-137,Fairfield City,Robinson Primary School,301 61st St,,Fairfield,AL,35064,1900,(205)783-6827,No,Not Virtual,PK,2,Elementary,1,Regular School,Currently operational ,21-Suburb: Large,Jefferson County,217,216,1,212,1,72,89,83,,,,,,,,,,,,,,123,122,245,245,16,15.31,0,0,0,0,0,0,112,116,228,0,0,0,6,3,9,3,3,6,2,0,2,33.4776,-86.9146
-86.915058,33.474518,624,10144001361,2022-2023,AL,101440,AL-137,Fairfield City,Fairfield Alternative School,6405 Ave D,,Fairfield,AL,35064,110,(205)783-6847,No,Not Virtual,KG,12,Other,1,Alternative Education School,Currently operational ,21-Suburb: Large,Jefferson County,-1,-1,-1,-1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.474518,-86.915058
-86.908318,33.491187,625,10144001363,2022-2023,AL,101440,AL-137,Fairfield City,Fairfield Area Vocational School,610 Valley Rd,,Fairfield,AL,35064,    ,(205)783-6850,No,Not Virtual,10,12,High,1,Career and Technical School,Currently operational ,21-Suburb: Large,Jefferson County,-1,-1,-1,-1,,,,,,,,,,,,0,0,0,,,,0,0,0,0,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.491187,-86.908318
-87.599,33.663,626,10147000521,2022-2023,AL,101470,AL-029,Fayette County,Berry High School,18242 Highway 18 E,,Berry,AL,35546,    ,(205)689-4467,No,Not Virtual,7,12,High,1,Regular School,Currently operational ,42-Rural: Distant,Fayette County,143,128,15,120,,,,,,,,,38,36,49,43,22,31,,,,111,108,219,219,14,15.64,0,0,0,0,0,0,5,4,9,0,0,0,0,5,5,10,7,17,96,92,188,33.663,-87.599
-87.8264,33.689,627,10147000523,2022-2023,AL,101470,AL-029,Fayette County,Fayette Middle School,418 3Rd Ave NE,,Fayette,AL,35555,    ,(205)932-7660,No,Not Virtual,5,8,Middle,1,Regular School,Currently operational ,32-Town: Distant,Fayette County,258,234,24,224,,,,,,,73,81,94,93,,,,,,,,180,161,341,341,23,14.83,0,0,0,1,0,1,38,36,74,0,0,0,5,6,11,5,11,16,131,108,239,33.689,-87.8264
-87.7423,33.8295,628,10147000525,2022-2023,AL,101470,AL-029,Fayette County,Hubbertville School,7360 County Road 49,,Fayette,AL,35555,9803,(205)487-2845,No,Not Virtual,PK,12,Other,1,Regular School,Currently operational ,42-Rural: Distant,Fayette County,291,264,27,252,15,34,24,36,36,36,36,27,26,39,27,35,24,24,,,,217,202,419,419,29.5,14.2,1,6,7,0,1,1,2,0,2,0,0,0,1,0,1,0,1,1,213,194,407,33.8295,-87.7423
-87.6012,33.6645,629,10147001512,2022-2023,AL,101470,AL-029,Fayette County,Berry Elementary School,341 School Avenue,,Berry,AL,35546,479,(205)689-4464,No,Not Virtual,PK,6,Elementary,1,Regular School,Currently operational ,42-Rural: Distant,Fayette County,220,196,24,183,19,46,51,47,38,53,36,41,,,,,,,,,,177,154,331,331,22,15.05,0,0,0,0,0,0,5,8,13,0,0,0,2,0,2,10,10,20,160,136,296,33.6645,-87.6012
-87.8253,33.6866,630,10147001514,2022-2023,AL,101470,AL-029,Fayette County,Fayette Elementary School,509 2nd St NE,,Fayette,AL,35555,2644,(205)932-3161,No,Not Virtual,PK,4,Elementary,1,Regular School,Currently operational ,32-Town: Distant,Fayette County,351,321,30,308,33,98,95,94,74,72,,,,,,,,,,,,245,221,466,466,28,16.64,1,0,1,2,0,2,59,49,108,0,1,1,13,8,21,13,19,32,157,144,301,33.6866,-87.8253
-87.8218,33.7031,631,10147001787,2022-2023,AL,101470,AL-029,Fayette County,Fayette County High School,202 Tiger Drive,,Fayette,AL,35555,    ,(205)932-6313,No,Not Virtual,9,12,High,1,Regular School,Currently operational ,41-Rural: Fringe,Fayette County,248,224,24,209,,,,,,,,,,,116,71,104,96,,,,206,181,387,387,22.56999969,17.15,0,0,0,2,1,3,43,29,72,0,0,0,9,4,13,6,6,12,146,141,287,33.7031,-87.8218
-87.6633,34.8345,632,10153000528,2022-2023,AL,101530,AL-141,Florence City,Florence High School,1201 Bradshaw Dr,,Florence,AL,35630,    ,(256)768-2200,No,Not Virtual,10,12,High,1,Regular School,Currently operational ,13-City: Small,Lauderdale County,375,341,34,574,,,,,,,,,,,,382,353,299,,,,506,528,1034,1034,59.25999832,17.45,2,0,2,6,3,9,144,139,283,1,1,2,66,79,145,52,62,114,235,244,479,34.8345,-87.6633
-87.662178,34.835281,633,10153000531,2022-2023,AL,101530,AL-141,Florence City,Florence Freshman Center,1203 Bradshaw Drive,,Florence,AL,35630,4694,(256)768-2400,No,Not Virtual,9,9,Secondary,1,Regular School,Currently operational ,13-City: Small,Lauderdale County,174,162,12,214,,,,,,,,,,,356,,,,,,,179,177,356,356,17.01000023,20.93,0,0,0,4,4,8,58,51,109,0,0,0,21,29,50,14,13,27,82,80,162,34.835281,-87.662178
-87.6762,34.8484,634,10153000532,2022-2023,AL,101530,AL-141,Florence City,Forest Hills School,101 Stovall Dr,,Florence,AL,35633,    ,(256)768-2500,No,Not Virtual,PK,4,Elementary,1,Regular School,Currently operational ,13-City: Small,Lauderdale County,371,327,44,439,0,182,179,164,160,146,,,,,,,,,,,,432,399,831,831,54.25,15.32,0,0,0,3,2,5,73,71,144,0,0,0,24,26,50,44,50,94,288,250,538,34.8484,-87.6762
-87.6828,34.8322,635,10153000534,2022-2023,AL,101530,AL-141,Florence City,Harlan Elementary School,2233 McBurney Dr,,Florence,AL,35630,    ,(256)768-2700,No,Not Virtual,PK,4,Elementary,1,Regular School,Currently operational ,13-City: Small,Lauderdale County,361,346,15,354,0,70,96,86,69,81,,,,,,,,,,,,202,200,402,402,32.25,12.47,1,1,2,0,4,4,94,91,185,0,0,0,12,13,25,33,37,70,62,54,116,34.8322,-87.6828
-87.6424,34.8194,636,10153000535,2022-2023,AL,101530,AL-141,Florence City,Weeden Elementary School,400 Baldwin Street,,Florence,AL,35630,2664,(256)768-2900,No,Not Virtual,PK,4,Elementary,1,Regular School,Currently operational ,13-City: Small,Lauderdale County,369,365,4,370,0,82,93,90,89,70,,,,,,,,,,,,213,211,424,424,28,15.14,0,0,0,0,0,0,63,60,123,0,0,0,71,70,141,23,13,36,56,68,124,34.8194,-87.6424
-87.672245,34.810501,637,10153000536,2022-2023,AL,101530,AL-141,Florence City,Florence Middle School,648 North Cherry,,Florence,AL,35630,4694,(256)768-3100,No,Not Virtual,7,8,Middle,1,Regular School,Currently operational ,13-City: Small,Lauderdale County,351,306,45,404,,,,,,,,,325,364,,,,,,,,377,312,689,689,39.63000107,17.39,0,0,0,5,5,10,98,88,186,1,0,1,49,45,94,33,38,71,191,136,327,34.810501,-87.672245
-87.6837,34.7967,638,10153001644,2022-2023,AL,101530,AL-141,Florence City,Florence Learning Center,610 W College St,,Florence,AL,35630,    ,(256)768-3022,No,Not Virtual,6,12,High,1,Alternative Education School,Currently operational ,13-City: Small,Lauderdale County,-1,-1,-1,-1,,,,,,,,0,0,0,0,0,0,0,,,,0,0,0,0,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7967,-87.6837
-87.6954,34.8215,639,10153001664,2022-2023,AL,101530,AL-141,Florence City,Hibbett School,1601 Appleby Blvd,,Florence,AL,35630,    ,(256)768-2800,No,Not Virtual,5,6,Middle,1,Regular School,Currently operational ,13-City: Small,Lauderdale County,390,370,20,392,,,,,,,302,280,,,,,,,,,,311,271,582,582,35.27999878,16.5,1,1,2,2,1,3,118,89,207,0,0,0,40,47,87,37,36,73,113,97,210,34.8215,-87.6954
-87.682368,34.806613,640,10153002474,2022-2023,AL,101530,AL-141,Florence City,Kilby Laboratory School,611 N Pine St,,Florence,AL,35632,    ,(256)765-4303,No,Not Virtual,PK,6,Elementary,1,Regular School,Currently operational ,13-City: Small,Lauderdale County,20,17,3,18,18,19,20,16,27,32,19,20,,,,,,,,,,88,83,171,171,,-1,0,0,0,4,2,6,9,4,13,0,0,0,1,4,5,6,7,13,68,66,134,34.806613,-87.682368
-85.674157,34.487696,641,10156000538,2022-2023,AL,101560,AL-143,Fort Payne City,Fort Payne High School,201 45th St NE,,Fort Payne,AL,35967,    ,(256)845-0535,No,Not Virtual,9,12,High,1,Regular School,Currently operational ,32-Town: Distant,DeKalb County,747,699,48,643,,,,,,,,,,,263,295,273,227,,,,519,539,1058,1058,62.5,16.93,10,10,20,1,5,6,13,15,28,1,0,1,231,241,472,8,18,26,255,250,505,34.487696,-85.674157
-85.7068,34.4559,642,10156000539,2022-2023,AL,101560,AL-143,Fort Payne City,Williams Avenue Elementary School,1700 Williams Ave NE,,Fort Payne,AL,35967,3369,(256)845-0626,No,Not Virtual,PK,PK,Prekindergarten,1,Regular School,Currently operational ,32-Town: Distant,DeKalb County,-1,-1,-1,-1,141,,,,,,,,,,,,,,,,,79,62,141,141,7,20.14,0,0,0,1,1,2,2,2,4,0,0,0,22,20,42,8,5,13,46,34,80,34.4559,-85.7068
-85.6792,34.4811,643,10156001365,2022-2023,AL,101560,AL-143,Fort Payne City,Wills Valley Elementary School,4111 Williams Ave NE,,Fort Payne,AL,35967,    ,(256)845-3201,No,Not Virtual,PK,2,Elementary,1,Regular School,Currently operational ,32-Town: Distant,DeKalb County,590,557,33,476,0,266,278,264,,,,,,,,,,,,,,440,368,808,808,50,16.16,2,2,4,2,2,4,12,12,24,0,0,0,159,160,319,27,16,43,238,176,414,34.4811,-85.6792
-85.6685,34.4913,644,10156001750,2022-2023,AL,101560,AL-143,Fort Payne City,Fort Payne Middle School,4910 Martin Ave NE,,Fort Payne,AL,35967,    ,(256)845-7501,No,Not Virtual,6,8,Middle,1,Regular School,Currently operational ,32-Town: Distant,DeKalb County,579,543,36,490,,,,,,,,243,271,273,,,,,,,,389,398,787,787,49.84999847,15.79,4,2,6,5,3,8,18,10,28,0,0,0,160,176,336,7,9,16,195,198,393,34.4913,-85.6685
-85.674465,34.496691,645,10156002518,2022-2023,AL,101560,AL-143,Fort Payne City,Little Ridge Intermediate School,201 45th St NE,,Fort Payne,AL,35967,    ,(256)845-0535,No,Not Virtual,3,5,Elementary,1,Regular School,Currently operational ,41-Rural: Fringe,DeKalb County,536,505,31,475,,,,,247,233,241,,,,,,,,,,,358,363,721,721,43,16.77,5,5,10,3,2,5,9,5,14,0,1,1,143,143,286,12,14,26,186,193,379,34.496691,-85.674465
-87.8653,34.4749,646,10159000541,2022-2023,AL,101590,AL-030,Franklin County,Belgreen High School,14220 Highway 187,,Russellville,AL,35653,    ,(256)332-1376,No,Not Virtual,PK,12,Other,1,Regular School,Currently operational ,42-Rural: Distant,Franklin County,331,311,20,302,19,48,35,45,34,44,37,38,40,55,50,40,33,28,,,,272,274,546,546,36,15.17,1,0,1,0,0,0,8,8,16,0,0,0,65,59,124,7,5,12,191,202,393,34.4749,-87.8653
-87.599,34.3842,647,10159000542,2022-2023,AL,101590,AL-030,Franklin County,East Franklin Junior High School,1815 Highway 89,,Phil Campbell,AL,35581,    ,(256)331-2140,No,Not Virtual,PK,9,Other,1,Regular School,Currently operational ,42-Rural: Distant,Franklin County,146,133,13,135,18,26,25,21,21,16,23,21,26,24,16,,,,,,,138,99,237,237,13,18.23,1,0,1,0,0,0,0,0,0,0,0,0,16,13,29,2,0,2,119,86,205,34.3842,-87.599
-87.706847,34.349411,648,10159000544,2022-2023,AL,101590,AL-030,Franklin County,Phil Campbell High School,65 School St,,Phil Campbell,AL,35581,    ,(256)331-2150,No,Not Virtual,7,12,High,1,Regular School,Currently operational ,42-Rural: Distant,Franklin County,310,277,33,284,,,,,,,,,53,68,66,90,82,89,,,,232,216,448,448,25.56999969,17.52,0,2,2,0,0,0,1,3,4,0,1,1,20,13,33,4,3,7,207,194,401,34.349411,-87.706847
-88.1381,34.4354,649,10159000545,2022-2023,AL,101590,AL-030,Franklin County,Red Bay High School,800 8th St,,Red Bay,AL,35582,    ,(256)331-2270,No,Not Virtual,7,12,High,1,Regular School,Currently operational ,43-Rural: Remote,Franklin County,178,156,22,138,,,,,,,,,64,55,58,53,72,49,,,,183,168,351,351,21.5,16.33,1,0,1,0,0,0,3,5,8,0,0,0,10,8,18,3,3,6,166,152,318,34.4354,-88.1381
-87.6211,34.5257,650,10159000547,2022-2023,AL,101590,AL-030,Franklin County,Tharptown Elementary School,145 Highway 80,,Russellville,AL,35654,9128,(256)332-3404,No,Not Virtual,PK,6,Elementary,1,Regular School,Currently operational ,42-Rural: Distant,Franklin County,409,388,21,393,20,88,74,67,78,78,72,72,,,,,,,,,,295,254,549,549,34,16.15,1,1,2,0,0,0,4,5,9,0,0,0,122,99,221,12,5,17,156,144,300,34.5257,-87.6211
-88.056168,34.378516,651,10159000548,2022-2023,AL,101590,AL-030,Franklin County,Vina High School,8250 County Road 23,,Vina,AL,35593,    ,(256)331-2260,No,Not Virtual,PK,12,Other,1,Regular School,Currently operational ,43-Rural: Remote,Franklin County,183,169,14,168,18,23,21,18,16,17,16,22,15,16,20,22,23,23,,,,136,134,270,270,21,12.86,1,0,1,0,1,1,2,0,2,0,0,0,2,3,5,1,1,2,130,129,259,34.378516,-88.056168
-87.864784,34.475756,652,10159000860,2022-2023,AL,101590,AL-030,Franklin County,Franklin County Career Technical Center,85 Jail Springs Road,,Russellville,AL,35653,    ,(256)332-2127,No,Not Virtual,9,12,High,1,Career and Technical School,Currently operational ,42-Rural: Distant,Franklin County,-1,-1,-1,-1,,,,,,,,,,,0,0,0,0,,,,0,0,0,0,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.475756,-87.864784
-87.710332,34.349444,653,10159001861,2022-2023,AL,101590,AL-030,Franklin County,Phil Campbell Elementary School,148 Camp Street,,Phil Campbell,AL,35581,    ,(256)331-2170,No,Not Virtual,PK,6,Elementary,1,Regular School,Currently operational ,42-Rural: Distant,Franklin County,306,288,18,297,18,62,53,51,52,56,72,60,,,,,,,,,,217,207,424,424,26.79999924,15.82,0,0,0,0,1,1,2,1,3,0,0,0,17,14,31,2,0,2,196,191,387,34.349444,-87.710332
-87.619756,34.525786,654,10159001869,2022-2023,AL,101590,AL-030,Franklin County,Tharptown High School,255 Highway 80,,Russellville,AL,35654,    ,(256)332-6485,No,Not Virtual,7,12,High,1,Regular School,Currently operational ,42-Rural: Distant,Franklin County,284,266,18,247,,,,,,,,,62,71,63,75,64,56,,,,200,191,391,391,24,16.29,4,6,10,0,0,0,1,2,3,0,0,0,98,77,175,2,4,6,95,102,197,34.525786,-87.619756
-88.1381,34.4354,655,10159002475,2022-2023,AL,101590,AL-030,Franklin County,Red Bay Elementary,800 8th Street,,Red Bay,AL,35582,    ,(256)331-2270,No,Not Virtual,PK,6,Elementary,1,Regular School,Currently operational ,43-Rural: Remote,Franklin County,214,186,28,190,20,67,68,48,47,48,70,53,,,,,,,,,,214,207,421,421,28,15.04,0,0,0,0,0,0,3,5,8,1,0,1,15,13,28,2,3,5,193,186,379,34.4354,-88.1381
-85.9832,33.9986,656,10162000551,2022-2023,AL,101620,AL-144,Gadsden City,Donehoo Elementary School,1109 E Broad St,,Gadsden,AL,35903,3041,(256)546-3604,No,Not Virtual,PK,5,Elementary,1,Regular School,Currently operational ,13-City: Small,Etowah County,208,190,18,188,36,43,32,36,43,28,42,,,,,,,,,,,140,120,260,260,14.18000031,18.34,0,0,0,1,2,3,107,83,190,0,0,0,13,14,27,2,2,4,17,19,36,33.9986,-85.9832
-85.9653,34.002,657,10162000552,2022-2023,AL,101620,AL-144,Gadsden City,Litchfield Middle School,1109 Hoke St,,Gadsden,AL,35903,2063,(256)492-6793,No,Not Virtual,6,8,Middle,1,Regular School,Currently operational ,13-City: Small,Etowah County,231,220,11,209,,,,,,,,78,75,102,,,,,,,,132,123,255,255,16.53000069,15.43,0,0,0,0,0,0,85,86,171,0,0,0,34,31,65,1,0,1,12,6,18,34.002,-85.9653
-86.010986,34.005938,658,10162000553,2022-2023,AL,101620,AL-144,Gadsden City,Gadsden Middle School,612 Tracy St,,Gadsden,AL,35901,4127,(256)547-6341,No,Not Virtual,6,8,Middle,1,Regular School,Currently operational ,13-City: Small,Etowah County,346,333,13,313,,,,,,,,168,165,131,,,,,,,,256,208,464,464,23.32999992,19.89,4,1,5,2,3,5,105,109,214,0,1,1,57,43,100,0,2,2,88,49,137,34.005938,-86.010986
-86.0246,33.9741,659,10162000555,2022-2023,AL,101620,AL-144,Gadsden City,Eura Brown Elementary School,1231 Alcott Rd,,Gadsden,AL,35901,5513,(256)546-0011,No,Not Virtual,PK,5,Elementary,1,Regular School,Currently operational ,13-City: Small,Etowah County,125,110,15,112,1,49,71,53,49,64,48,,,,,,,,,,,168,167,335,335,21.54999924,15.55,0,0,0,6,4,10,32,39,71,0,0,0,11,6,17,4,3,7,115,115,230,33.9741,-86.0246
-86.0371,34.0231,660,10162000559,2022-2023,AL,101620,AL-144,Gadsden City,Sansom Middle School,2210 W Meighan Blvd,,Gadsden,AL,35904,1706,(256)546-4992,No,Not Virtual,6,8,Middle,1,Regular School,Currently operational ,13-City: Small,Etowah County,315,297,18,296,,,,,,,,138,128,110,,,,,,,,181,195,376,376,20.28000069,18.54,0,0,0,0,2,2,70,72,142,0,0,0,26,36,62,5,4,9,80,81,161,34.0231,-86.0371
-86.0197,34.0392,661,10162000563,2022-2023,AL,101620,AL-144,Gadsden City,Mitchell Elementary School,1501 Noccalula Rd,,Gadsden,AL,35901,3305,(256)546-2711,No,Not Virtual,PK,5,Elementary,1,Regular School,Currently operational ,13-City: Small,Etowah County,178,170,8,172,4,48,42,38,38,44,41,,,,,,,,,,,126,129,255,255,15.44999981,16.5,0,0,0,2,0,2,31,31,62,0,0,0,7,11,18,7,5,12,79,82,161,34.0392,-86.0197
-86.010343,34.007967,662,10162000564,2022-2023,AL,101620,AL-144,Gadsden City,W E Striplin Elementary School,600 Cleveland Ave,,Gadsden,AL,35901,4154,(256)546-8616,No,Not Virtual,PK,5,Elementary,1,Regular School,Currently operational ,13-City: Small,Etowah County,400,385,15,362,23,91,81,57,64,56,92,,,,,,,,,,,246,218,464,464,20.64999962,22.47,6,4,10,0,1,1,145,121,266,0,0,0,67,64,131,5,2,7,23,26,49,34.007967,-86.010343
-86.0562,34.0107,663,10162000565,2022-2023,AL,101620,AL-144,Gadsden City,Walnut Park Elementary School,3200 Walnut St,,Gadsden,AL,35904,4799,(256)546-4665,No,Not Virtual,PK,5,Elementary,1,Regular School,Currently operational ,13-City: Small,Etowah County,186,180,6,169,6,44,33,31,33,35,23,,,,,,,,,,,111,94,205,205,12.47999954,16.43,0,1,1,0,0,0,29,18,47,0,0,0,17,17,34,1,1,2,64,57,121,34.0107,-86.0562
-85.98933,34.004712,664,10162001368,2022-2023,AL,101620,AL-144,Gadsden City,C I T Y Program,435 E Chestnut,,Gadsden,AL,35903,    ,(256)543-2489,No,Not Virtual,6,12,High,1,Alternative Education School,Currently operational ,13-City: Small,Etowah County,-1,-1,-1,-1,,,,,,,,0,0,0,0,0,0,0,,,,0,0,0,0,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.004712,-85.98933
-86.0339,34.027,665,10162001517,2022-2023,AL,101620,AL-144,Gadsden City,Floyd Elementary School,601 Black Creek Rd,,Gadsden,AL,35904,1655,(256)546-0836,No,Not Virtual,PK,5,Elementary,1,Regular School,Currently operational ,13-City: Small,Etowah County,313,305,8,290,45,66,54,59,59,45,39,,,,,,,,,,,188,179,367,367,16.18000031,22.68,2,4,6,0,0,0,86,87,173,0,0,0,46,43,89,4,6,10,50,39,89,34.027,-86.0339
-86.021729,34.012556,666,10162001646,2022-2023,AL,101620,AL-144,Gadsden City,Gadsden City Alternative School,607 S 12th St,,Gadsden,AL,35901,3802,(256)547-5446,No,Not Virtual,6,12,High,1,Alternative Education School,Currently operational ,13-City: Small,Etowah County,-1,-1,-1,-1,,,,,,,,0,0,0,0,0,0,0,,,,0,0,0,0,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.012556,-86.021729
-86.010053,34.013868,667,10162001650,2022-2023,AL,101620,AL-144,Gadsden City,Therapeutic Academic Program,201 College St,,Gadsden,AL,35901,3802,(256)549-2961,No,Not Virtual,1,5,Elementary,1,Alternative Education School,Currently operational ,13-City: Small,Etowah County,-1,-1,-1,-1,,,0,0,0,0,0,,,,,,,,,,,0,0,0,0,,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.013868,-86.010053
-85.967,34.0005,668,10162001665,2022-2023,AL,101620,AL-144,Gadsden City,Adams Elementary School,919 Raley St,,Gadsden,AL,35903,2027,(256)492-4952,No,Not Virtual,PK,5,Elementary,1,Regular School,Currently operational ,13-City: Small,Etowah County,385,374,11,343,24,75,66,68,74,65,51,,,,,,,,,,,216,207,423,423,25.38999939,16.66,0,2,2,0,0,0,105,121,226,0,0,0,77,64,141,6,5,11,28,15,43,34.0005,-85.967
-85.9693,34.0396,669,10162001666,2022-2023,AL,101620,AL-144,Gadsden City,Thompson Elementary School,236 Goldenrod Ave,,Gadsden,AL,35901,1810,(256)546-7011,No,Not Virtual,PK,5,Elementary,1,Regular School,Currently operational ,13-City: Small,Etowah County,195,181,14,182,12,37,44,28,48,29,19,,,,,,,,,,,112,105,217,217,11.39999962,19.04,0,0,0,2,0,2,70,60,130,1,0,1,16,17,33,0,3,3,23,25,48,34.0396,-85.9693
-86.037233,33.995108,670,10162001824,2022-2023,AL,101620,AL-144,Gadsden City,Gadsden City High School,1917 Black Creek Parkway,,Gadsden,AL,35904,    ,(256)543-3614,No,Not Virtual,9,12,High,1,Regular School,Currently operational ,13-City: Small,Etowah County,1003,945,58,920,,,,,,,,,,,340,344,321,313,,,,627,691,1318,1318,84.91000366,15.52,0,2,2,9,8,17,263,328,591,0,0,0,145,140,285,6,11,17,204,202,406,33.995108,-86.037233
-85.8813,31.0439,671,10164000567,2022-2023,AL,101640,AL-146,Geneva City,Geneva High School,505 Panther Dr,,Geneva,AL,36340,1407,(334)684-9379,No,Not Virtual,9,12,High,1,Regular School,Currently operational ,32-Town: Distant,Geneva County,226,211,15,199,,,,,,,,,,,102,110,94,81,,,,198,189,387,387,22.60000038,17.12,1,0,1,0,3,3,25,23,48,0,0,0,6,6,12,2,3,5,164,154,318,31.0439,-85.8813
-85.8859,31.0505,672,10164000568,2022-2023,AL,101640,AL-146,Geneva City,Mulkey Elementary School,800 W Meadow Ave,,Geneva,AL,36340,    ,(334)684-2294,No,Not Virtual,PK,5,Elementary,1,Regular School,Currently operational ,41-Rural: Fringe,Geneva County,371,344,27,330,25,100,92,84,89,85,97,,,,,,,,,,,288,284,572,572,39.83000183,14.36,0,1,1,5,2,7,26,23,49,0,0,0,7,4,11,18,24,42,232,230,462,31.0505,-85.8859
-85.8798,31.0426,673,10164001788,2022-2023,AL,101640,AL-146,Geneva City,Geneva Middle School,501 Panther Dr,,Geneva,AL,36340,1407,(334)684-6431,No,Not Virtual,6,8,Middle,1,Regular School,Currently operational ,32-Town: Distant,Geneva County,168,157,11,147,,,,,,,,107,94,92,,,,,,,,144,149,293,293,19.06999969,15.36,1,0,1,0,0,0,17,13,30,0,0,0,8,4,12,4,17,21,114,115,229,31.0426,-85.8798
-85.700153,31.095832,674,10166000570,2022-2023,AL,101660,AL-031,Geneva County,Geneva County High School,301 Lily St,,Hartford,AL,36344,    ,(334)588-2943,No,Not Virtual,9,12,High,1,Regular School,Currently operational ,42-Rural: Distant,Geneva County,162,150,12,136,,,,,,,,,,,78,51,53,59,,,,122,119,241,241,13.19999981,18.26,0,0,0,0,0,0,27,28,55,0,0,0,11,13,24,1,2,3,83,76,159,31.095832,-85.700153
-86.049316,31.117792,675,10166000571,2022-2023,AL,101660,AL-031,Geneva County,Samson High School,209 N Broad St,,Samson,AL,36477,    ,(334)898-2371,No,Not Virtual,9,12,High,1,Regular School,Currently operational ,43-Rural: Remote,Geneva County,145,134,11,124,,,,,,,,,,,49,46,53,41,,,,91,98,189,189,11.30000019,16.73,2,1,3,0,0,0,5,10,15,0,0,0,12,10,22,2,0,2,70,77,147,31.117792,-86.049316
-85.601606,31.098483,676,10166001519,2022-2023,AL,101660,AL-031,Geneva County,Slocomb High School,Esto Hwy,,Slocomb,AL,36375,    ,(334)886-2008,No,Not Virtual,9,12,High,1,Regular School,Currently operational ,42-Rural: Distant,Geneva County,255,236,19,222,,,,,,,,,,,106,97,90,77,,,,203,167,370,370,20.64999962,17.92,0,0,0,0,1,1,19,16,35,2,0,2,25,24,49,5,4,9,152,122,274,31.098483,-85.601606
-86.045859,31.124447,677,10166001771,2022-2023,AL,101660,AL-031,Geneva County,Samson Elementary School,823 North State Hwy 87,,Samson,AL,36477,    ,(334)898-7439,No,Not Virtual,PK,5,Elementary,1,Regular School,Currently operational ,43-Rural: Remote,Geneva County,302,285,17,273,38,71,50,51,57,55,57,,,,,,,,,,,208,171,379,379,20,18.95,0,1,1,4,1,5,23,19,42,1,1,2,20,17,37,7,7,14,153,125,278,31.124447,-86.045859
-86.049316,31.117792,678,10166001772,2022-2023,AL,101660,AL-031,Geneva County,Samson Middle School,209 N Broad St,,Samson,AL,36477,    ,(334)898-2371,No,Not Virtual,6,8,Middle,1,Regular School,Currently operational ,43-Rural: Remote,Geneva County,142,133,9,117,,,,,,,,52,54,63,,,,,,,,87,82,169,169,7.900000095,21.39,0,1,1,2,0,2,6,7,13,0,1,1,15,9,24,0,3,3,64,61,125,31.117792,-86.049316
-85.700284,31.094854,679,10166001791,2022-2023,AL,101660,AL-031,Geneva County,Geneva County Elementary School,819 S 6th Ave,,Hartford,AL,36344,    ,(334)588-2923,No,Not Virtual,PK,5,Elementary,1,Regular School,Currently operational ,42-Rural: Distant,Geneva County,301,282,19,259,38,70,77,73,58,61,60,,,,,,,,,,,217,220,437,437,27,16.19,0,2,2,3,2,5,21,26,47,0,0,0,11,13,24,15,10,25,167,167,334,31.094854,-85.700284
